credit_card,cpu,purchase_date
7664-7814-7021-4780,Intel Core i9-4560K,2019-04-10
2794-7325-3601-2969,AMD Ryzen 9 5228X,2020-01-09
7151-5408-9070-7452,Intel Core i6-1201K,2020-01-17
6518-6058-4844-1313,AMD Ryzen 8 5793X,2018-01-01
8194-5447-8618-3933,Intel Core i2-9813K,2019-09-01
9570-5740-8198-2393,AMD Ryzen 8 3582X,2018-01-27
2646-6444-1240-5541,Intel Core i6-3571K,2019-05-12
5428-3816-7865-5427,AMD Ryzen 1 2424X,2019-07-25
5018-7926-2128-3246,Intel Core i3-4600K,2019-11-12
8983-6410-2153-4624,AMD Ryzen 1 7386X,2019-12-14
5356-1442-3925-7197,Intel Core i1-5112K,2019-10-07
4875-3107-9783-8401,AMD Ryzen 2 4777X,2018-06-09
4396-2308-4533-7315,Intel Core i7-7793K,2019-10-09
9184-3971-9146-1749,AMD Ryzen 2 5953X,2018-01-22
6522-1682-1745-9435,Intel Core i5-2338K,2019-12-26
3391-6698-5909-6069,AMD Ryzen 2 8401X,2018-11-25
9585-2039-3194-3145,Intel Core i9-6983K,2020-02-17
9058-3196-8580-4202,AMD Ryzen 8 6386X,2019-10-04
7304-9766-4701-2674,Intel Core i4-2349K,2020-06-04
3745-1287-4225-1405,AMD Ryzen 4 6538X,2019-01-22
2689-2784-8407-1332,Intel Core i8-2163K,2019-02-20
7611-5884-2774-8024,AMD Ryzen 3 7600X,2020-09-22
1044-2154-8618-8006,Intel Core i8-2426K,2018-10-06
4510-8741-5597-8558,AMD Ryzen 4 1570X,2019-02-22
1617-5761-3444-4920,Intel Core i9-6790K,2020-08-09
7664-4457-1932-7806,AMD Ryzen 9 8938X,2020-04-26
7357-8360-7794-1774,Intel Core i2-4515K,2018-08-16
3398-7812-3162-9070,AMD Ryzen 8 1648X,2018-08-13
5579-1871-6341-9456,Intel Core i9-3708K,2019-07-26
1259-5635-3992-9158,AMD Ryzen 7 6905X,2019-06-05
8305-6473-4474-8540,Intel Core i1-8195K,2018-05-07
3876-4922-1001-4157,AMD Ryzen 6 3552X,2019-02-23
6568-2608-6210-1715,Intel Core i5-9765K,2018-07-01
5080-9800-1382-8499,AMD Ryzen 7 6634X,2020-07-03
2844-7534-1085-1681,Intel Core i6-2981K,2018-09-21
7063-1662-9944-1615,AMD Ryzen 3 1938X,2020-07-29
6430-8849-2152-7123,Intel Core i5-5264K,2018-04-26
4470-8059-5701-7546,AMD Ryzen 2 9227X,2020-10-13
1841-3187-8827-9371,Intel Core i4-3827K,2019-04-19
6124-3685-1245-9113,AMD Ryzen 8 4456X,2020-03-22
5353-3119-3519-5387,Intel Core i1-8227K,2020-05-01
2426-5313-4639-3835,AMD Ryzen 7 1294X,2018-04-07
9378-4390-5903-2111,Intel Core i4-1613K,2020-05-29
3706-9581-9476-2292,AMD Ryzen 4 1593X,2019-05-17
9601-5236-6815-7924,Intel Core i2-2277K,2018-12-30
3192-4051-1183-7250,AMD Ryzen 6 1112X,2019-10-02
7015-7140-2613-7835,Intel Core i3-1946K,2018-09-26
9329-2847-7278-5373,AMD Ryzen 6 8564X,2018-09-16
3022-9104-9697-9345,Intel Core i9-3308K,2018-06-02
9152-5871-4017-6217,AMD Ryzen 3 5373X,2018-03-03
2325-6986-1990-7780,Intel Core i7-4159K,2018-04-13
2952-3508-9814-9371,AMD Ryzen 6 2236X,2018-05-03
4398-4472-2242-3347,Intel Core i8-8592K,2020-08-27
2566-9547-3672-4378,AMD Ryzen 2 3309X,2019-03-09
7429-4463-9274-1994,Intel Core i7-9923K,2019-11-12
8143-9503-9739-7216,AMD Ryzen 8 1933X,2019-07-16
1349-3612-4835-2041,Intel Core i7-9626K,2018-10-14
5208-4794-7955-7775,AMD Ryzen 2 3764X,2020-01-25
9129-3009-4024-1316,Intel Core i4-6175K,2020-07-16
5756-6485-9379-6235,AMD Ryzen 5 1145X,2018-12-26
2892-3261-7417-2213,Intel Core i2-8467K,2019-06-10
6684-9258-4950-4009,AMD Ryzen 4 8955X,2019-11-15
4895-7347-7221-5992,Intel Core i4-8593K,2019-11-29
1936-1091-9459-9239,AMD Ryzen 7 4615X,2020-05-26
2505-7873-3613-6653,Intel Core i5-4590K,2020-07-24
2128-5108-8713-1243,AMD Ryzen 4 1103X,2019-04-19
2372-5823-1455-7818,Intel Core i6-8650K,2019-01-08
6757-4377-2950-1332,AMD Ryzen 1 8822X,2019-06-14
4518-8706-3448-7944,Intel Core i7-6954K,2020-07-07
9788-5515-9996-3552,AMD Ryzen 5 9346X,2018-10-23
1410-1760-7810-7912,Intel Core i4-4278K,2019-10-21
3805-1120-6835-2132,AMD Ryzen 2 6895X,2019-12-07
5091-2571-9166-1852,Intel Core i7-4727K,2020-08-07
2041-8303-9974-1384,AMD Ryzen 5 2963X,2018-05-07
7285-4112-7195-1241,Intel Core i4-6494K,2020-06-19
4936-7181-6377-7051,AMD Ryzen 5 6305X,2018-09-15
4837-2315-7301-5620,Intel Core i2-8104K,2019-03-10
6055-6103-4319-5679,AMD Ryzen 9 3693X,2019-08-24
5071-6375-5737-6921,Intel Core i2-2784K,2018-12-22
2923-4725-6526-2956,AMD Ryzen 4 6685X,2020-09-05
6102-2105-3606-5213,Intel Core i1-4373K,2018-01-10
7628-7432-6859-1534,AMD Ryzen 4 6146X,2020-09-11
1870-4852-5478-9417,Intel Core i3-3164K,2019-01-05
6838-5754-8047-4891,AMD Ryzen 4 9624X,2018-02-15
6073-7686-6509-3001,Intel Core i6-3874K,2019-08-14
9272-4967-8870-5451,AMD Ryzen 8 7757X,2020-08-14
8923-2947-3941-1596,Intel Core i1-7153K,2020-03-09
2056-5872-8637-1721,AMD Ryzen 2 6372X,2020-05-16
2127-5131-2399-5523,Intel Core i9-8730K,2018-04-14
6779-6712-8014-5670,AMD Ryzen 6 7893X,2018-08-12
5636-1942-8794-1251,Intel Core i9-6923K,2017-12-19
8857-5332-8416-9476,AMD Ryzen 3 6189X,2018-05-30
4485-3308-9511-8815,Intel Core i2-4467K,2019-03-10
3155-2283-9091-1061,AMD Ryzen 3 7197X,2020-07-31
8706-1067-7769-1362,Intel Core i6-3868K,2018-02-15
8479-8060-8332-1751,AMD Ryzen 9 9550X,2017-12-27
6629-6864-2104-7992,Intel Core i9-1204K,2018-05-01
7134-2143-1491-6492,AMD Ryzen 8 8945X,2019-03-30
2964-9680-2491-2854,Intel Core i4-8456K,2019-07-31
7450-4551-3680-5346,AMD Ryzen 1 4551X,2018-11-06
7173-7907-8951-4968,Intel Core i8-9708K,2020-10-09
6670-2324-5025-5398,AMD Ryzen 5 7871X,2018-06-19
1985-5179-2503-4404,Intel Core i4-8507K,2020-05-28
2773-5243-4882-3586,AMD Ryzen 8 7775X,2018-11-28
7031-3081-4039-1828,Intel Core i3-7860K,2019-03-06
2874-1651-1872-2240,AMD Ryzen 8 2985X,2019-06-25
6998-3077-1230-5801,Intel Core i3-6137K,2019-04-01
7324-3240-4355-1134,AMD Ryzen 2 4870X,2018-08-09
3746-9793-4937-3591,Intel Core i2-1995K,2019-12-15
3788-1454-5627-8900,AMD Ryzen 9 7890X,2017-11-09
7943-8303-1921-5202,Intel Core i3-5876K,2017-12-04
1131-2628-6510-8604,AMD Ryzen 8 9362X,2018-09-22
8187-5817-1057-7705,Intel Core i9-5591K,2019-01-21
6820-8010-3724-6555,AMD Ryzen 9 1857X,2019-01-03
5816-3337-1349-9675,Intel Core i5-9461K,2019-08-12
4613-5463-5026-7776,AMD Ryzen 2 4663X,2019-06-13
7760-8872-1738-2527,Intel Core i9-7830K,2019-05-11
5621-2097-1261-8701,AMD Ryzen 4 9357X,2020-08-15
4063-5534-5469-4496,Intel Core i8-3863K,2017-11-13
2132-1160-7848-8108,AMD Ryzen 1 1928X,2019-05-11
2439-8419-9566-1558,Intel Core i7-6980K,2020-09-16
8211-3529-4621-2266,AMD Ryzen 1 1210X,2019-06-10
5527-9082-6915-2239,Intel Core i9-8220K,2020-06-19
1205-6823-4910-5999,AMD Ryzen 2 8156X,2018-03-10
8202-5391-9423-6483,Intel Core i6-8227K,2020-07-19
7382-1310-1293-9106,AMD Ryzen 9 9632X,2019-10-03
4827-1316-5454-9573,Intel Core i5-7327K,2019-01-06
3793-9843-8973-2353,AMD Ryzen 8 4342X,2019-05-05
2505-6943-1169-6178,Intel Core i9-1573K,2019-04-08
8665-7034-5891-9857,AMD Ryzen 4 3889X,2019-06-15
8425-1368-9405-7018,Intel Core i5-2217K,2018-01-27
5750-8434-8583-9545,AMD Ryzen 8 3854X,2019-06-26
5932-3495-1747-9522,Intel Core i8-5491K,2020-06-13
3902-1259-3823-1560,AMD Ryzen 3 2568X,2020-10-12
5826-7406-7564-6339,Intel Core i6-6981K,2018-07-12
2429-4223-8461-7451,AMD Ryzen 7 8628X,2018-09-14
6204-1272-6975-9508,Intel Core i9-3196K,2017-12-25
4433-3903-7624-9432,AMD Ryzen 2 3850X,2019-10-20
4914-8223-7148-5191,Intel Core i5-8583K,2018-12-07
6818-9305-1572-1534,AMD Ryzen 1 6213X,2020-09-19
5361-8552-6135-9915,Intel Core i9-4231K,2018-09-22
9515-1207-2186-9625,AMD Ryzen 8 1483X,2019-06-17
1838-6498-2378-1330,Intel Core i3-6962K,2018-09-16
4497-2849-5044-8816,AMD Ryzen 3 1453X,2020-03-25
9323-1994-2754-1854,Intel Core i5-7814K,2020-08-16
2021-3176-1936-9942,AMD Ryzen 8 6206X,2019-11-01
1667-1125-2901-6543,Intel Core i1-4416K,2020-06-12
8869-9658-5483-3271,AMD Ryzen 1 8927X,2019-11-05
1226-6445-1837-4175,Intel Core i1-4796K,2018-05-02
3168-5255-7752-5866,AMD Ryzen 8 2859X,2018-11-25
2299-6274-7856-2015,Intel Core i2-6279K,2019-10-09
4613-2866-4380-1455,AMD Ryzen 3 8303X,2020-08-24
5811-7717-6708-4242,Intel Core i7-8439K,2019-07-19
8932-2873-8177-6241,AMD Ryzen 5 3120X,2018-10-21
4835-9928-6125-6250,Intel Core i9-2858K,2020-03-26
8972-6928-5770-7435,AMD Ryzen 8 9811X,2018-11-22
5625-6472-5545-4124,Intel Core i6-3596K,2020-06-15
1814-5539-4323-6501,AMD Ryzen 7 1626X,2018-02-08
7969-3737-3691-8888,Intel Core i1-1877K,2018-12-13
1475-1416-5089-6154,AMD Ryzen 1 3600X,2020-06-02
9099-1469-6263-7803,Intel Core i7-8531K,2019-01-13
4675-8379-2641-3669,AMD Ryzen 4 4553X,2018-11-24
8441-5457-5750-1395,Intel Core i2-2577K,2018-11-25
6241-9242-3416-6253,AMD Ryzen 7 9336X,2019-11-23
3609-5677-5219-9073,Intel Core i5-4121K,2019-06-09
8282-9639-2097-7716,AMD Ryzen 1 7719X,2018-02-14
8415-3264-5859-5592,Intel Core i7-7225K,2018-01-01
3114-8446-2594-5720,AMD Ryzen 9 1121X,2020-01-25
4179-6752-1195-4758,Intel Core i1-6719K,2019-04-23
2845-6900-2286-1419,AMD Ryzen 2 5637X,2020-01-23
6732-2579-3535-8930,Intel Core i2-3202K,2019-09-10
4762-5943-4467-4351,AMD Ryzen 9 4393X,2018-06-20
2950-7184-6325-5366,Intel Core i4-6921K,2019-12-11
5623-5020-7362-5734,AMD Ryzen 1 8553X,2020-07-01
3317-3746-6790-1185,Intel Core i7-3278K,2019-01-26
4448-7446-4902-4167,AMD Ryzen 5 3288X,2019-01-08
5548-9887-4101-9542,Intel Core i4-7907K,2020-04-18
5184-6488-5911-8297,AMD Ryzen 9 9847X,2020-10-05
1568-6338-4533-5296,Intel Core i2-4476K,2020-03-13
7999-5996-3260-7246,AMD Ryzen 4 4371X,2018-12-04
7840-2590-7447-8017,Intel Core i9-2369K,2020-02-11
9709-2393-4069-4542,AMD Ryzen 9 5403X,2019-09-03
1369-7700-8008-6779,Intel Core i2-2541K,2020-06-01
9748-1639-8259-1710,AMD Ryzen 1 6784X,2020-04-19
5138-3087-7771-3031,Intel Core i5-7837K,2020-03-09
6663-5407-2097-4452,AMD Ryzen 6 2550X,2018-12-16
6051-1214-6768-8197,Intel Core i7-1671K,2018-02-24
3954-6305-6427-9117,AMD Ryzen 1 8580X,2019-10-09
3963-3759-5814-1368,Intel Core i1-2717K,2020-07-24
1876-3518-2086-7639,AMD Ryzen 2 8995X,2020-05-27
6782-4326-7036-1855,Intel Core i7-2979K,2018-12-08
3819-1158-1419-5254,AMD Ryzen 8 7959X,2020-01-12
8702-4814-2476-6889,Intel Core i7-6109K,2020-10-06
4136-2530-6840-9300,AMD Ryzen 9 9751X,2019-11-13
8166-4662-9726-7219,Intel Core i1-7961K,2018-09-09
4974-8391-1085-9831,AMD Ryzen 2 6591X,2017-12-24
3164-3923-1850-7810,Intel Core i6-3814K,2020-07-31
3369-2557-5227-8900,AMD Ryzen 4 4191X,2020-06-03
9177-8599-2351-3307,Intel Core i7-8374K,2018-04-03
2187-1226-6201-3289,AMD Ryzen 8 1677X,2020-01-22
6251-7594-5268-2735,Intel Core i6-4673K,2018-01-07
3324-5813-1873-9867,AMD Ryzen 7 8741X,2018-10-18
6259-4475-7654-6137,Intel Core i3-7389K,2019-09-15
3827-3695-4081-9540,AMD Ryzen 8 5899X,2019-01-25
1861-7197-7433-8891,Intel Core i8-9655K,2019-12-12
5791-1892-5580-2818,AMD Ryzen 6 4590X,2020-09-25
5532-4258-7997-3889,Intel Core i5-4226K,2018-03-22
5562-5930-5807-6929,AMD Ryzen 4 5932X,2019-05-05
8787-4431-5776-7303,Intel Core i1-9942K,2020-10-08
3982-8380-9885-5505,AMD Ryzen 4 1820X,2019-07-30
7817-7173-3948-5571,Intel Core i2-1470K,2020-09-20
3325-4443-5078-8439,AMD Ryzen 9 2819X,2017-12-22
5056-8576-6354-6158,Intel Core i6-6541K,2020-10-16
2051-4116-1031-4032,AMD Ryzen 1 4575X,2018-10-02
1669-1982-1612-1128,Intel Core i2-4420K,2018-04-27
1071-3357-3511-4136,AMD Ryzen 5 9194X,2019-12-09
6141-7253-3271-4847,Intel Core i9-6177K,2019-05-04
6373-8118-6993-2729,AMD Ryzen 8 5983X,2020-07-24
1758-8771-5426-8363,Intel Core i8-1581K,2018-09-12
3012-2725-1829-2860,AMD Ryzen 2 8524X,2018-03-24
3476-1572-8090-2579,Intel Core i3-5483K,2018-06-16
7148-7720-9665-2194,AMD Ryzen 4 3195X,2020-01-24
7700-2448-8105-6908,Intel Core i4-8354K,2019-01-14
1814-5071-7828-6397,AMD Ryzen 1 3148X,2017-12-29
6370-1364-8644-7269,Intel Core i7-7942K,2018-08-22
2804-6211-3526-1027,AMD Ryzen 1 5930X,2020-10-10
5771-2032-1728-7974,Intel Core i9-7544K,2020-09-16
9275-3520-3824-5842,AMD Ryzen 2 7583X,2020-08-30
6818-3273-4228-7757,Intel Core i5-2493K,2020-08-26
6935-2223-3896-1121,AMD Ryzen 4 1573X,2020-03-08
8743-8742-5826-1617,Intel Core i3-2920K,2018-11-09
7698-8123-8993-6274,AMD Ryzen 2 6246X,2019-01-14
8151-8317-5541-5974,Intel Core i6-4816K,2019-08-19
8259-7515-3469-4843,AMD Ryzen 9 2250X,2019-10-04
9672-4933-8190-2920,Intel Core i4-8770K,2019-07-26
2631-8014-5514-6505,AMD Ryzen 9 5225X,2018-02-16
8548-2266-3764-5734,Intel Core i2-7218K,2019-07-05
9882-4232-7319-4037,AMD Ryzen 3 1423X,2020-02-01
4777-8462-9913-8203,Intel Core i2-5506K,2019-02-11
8181-3659-7228-2140,AMD Ryzen 2 5612X,2019-12-14
1733-3292-5656-9340,Intel Core i1-7931K,2018-09-08
7420-9432-2979-1753,AMD Ryzen 7 6720X,2018-10-28
8726-8683-6295-8012,Intel Core i7-5104K,2020-09-08
7268-1895-9016-3358,AMD Ryzen 8 3478X,2020-03-18
7443-3639-1297-1977,Intel Core i6-5969K,2018-03-29
2987-5024-8404-9083,AMD Ryzen 5 3772X,2020-06-23
4804-2669-7300-4556,Intel Core i3-5405K,2019-01-23
4379-1652-2483-3465,AMD Ryzen 9 2930X,2019-04-18
6545-1275-2529-2166,Intel Core i4-1911K,2020-04-17
8019-4725-6697-3223,AMD Ryzen 8 1773X,2019-12-17
1724-9908-1957-7710,Intel Core i1-4470K,2018-12-08
4026-2957-3585-6879,AMD Ryzen 9 2817X,2020-02-15
7319-8482-2594-7825,Intel Core i6-9840K,2020-06-22
8218-1288-2356-7859,AMD Ryzen 5 8928X,2018-11-07
1820-8420-8092-8722,Intel Core i5-6758K,2019-01-11
5717-1830-1160-4161,AMD Ryzen 1 7867X,2019-10-08
1987-7837-5509-5290,Intel Core i3-3763K,2019-11-29
7990-3429-1117-3758,AMD Ryzen 7 9123X,2018-08-13
3274-2632-9624-3200,Intel Core i6-6786K,2018-03-09
4056-4761-1567-2850,AMD Ryzen 8 2443X,2017-11-05
9349-3084-8143-7330,Intel Core i8-1107K,2019-01-09
1658-8132-8814-3337,AMD Ryzen 1 4726X,2020-06-16
4219-6184-7130-4626,Intel Core i6-4149K,2018-07-01
5001-4494-5041-2124,AMD Ryzen 1 7470X,2018-07-19
6904-2401-3386-5726,Intel Core i6-5990K,2017-10-22
1913-3052-9474-9185,AMD Ryzen 6 2918X,2018-08-08
5009-5224-7246-9154,Intel Core i3-8808K,2019-10-19
3323-1376-9081-6689,AMD Ryzen 3 3555X,2019-09-12
6981-9843-4652-9725,Intel Core i8-6338K,2019-08-26
4961-2357-2228-8412,AMD Ryzen 8 8540X,2019-11-03
6493-4305-8938-4349,Intel Core i4-3750K,2017-12-01
3756-2809-4600-3008,AMD Ryzen 9 1287X,2019-09-20
6483-9411-3454-5067,Intel Core i2-6984K,2018-11-28
4003-5649-4497-7785,AMD Ryzen 5 9382X,2018-11-12
9218-9675-3585-5586,Intel Core i8-3898K,2018-09-25
9543-6849-7713-2990,AMD Ryzen 8 7646X,2019-06-22
4684-5543-7772-6175,Intel Core i2-5366K,2019-06-30
4058-6876-2022-4385,AMD Ryzen 2 7692X,2018-09-24
1337-7634-7266-5333,Intel Core i1-4555K,2018-08-04
4117-1771-1872-2314,AMD Ryzen 7 4635X,2018-10-16
2667-1128-6755-3539,Intel Core i7-7188K,2018-03-25
7478-2402-8584-5962,AMD Ryzen 1 6839X,2018-10-07
3042-5578-7543-7599,Intel Core i3-7225K,2020-07-02
7515-4776-4632-1404,AMD Ryzen 6 9960X,2019-03-01
9829-4821-4341-7539,Intel Core i9-5195K,2017-12-11
1117-6082-2677-5732,AMD Ryzen 9 7532X,2020-02-20
5886-7472-6016-5562,Intel Core i6-4750K,2018-10-19
3084-8099-2944-8318,AMD Ryzen 1 3971X,2020-04-17
2326-3601-7194-5446,Intel Core i7-9654K,2019-04-14
2489-3295-1507-9529,AMD Ryzen 5 5661X,2019-12-15
8826-8523-4266-1993,Intel Core i4-5632K,2019-03-26
2100-6355-4803-4948,AMD Ryzen 5 6654X,2018-07-18
8329-4644-8700-8653,Intel Core i7-4678K,2018-12-24
5894-6785-3628-2276,AMD Ryzen 4 9342X,2019-05-21
3450-2576-7406-3380,Intel Core i6-7922K,2020-09-16
1587-7929-3322-8479,AMD Ryzen 5 4700X,2018-10-31
4301-3802-9731-5814,Intel Core i9-3207K,2018-06-02
3729-1204-1019-2443,AMD Ryzen 7 8552X,2020-10-14
6910-3088-1403-5360,Intel Core i6-4365K,2019-02-01
1714-8032-6715-8784,AMD Ryzen 3 6793X,2019-09-06
8938-5633-1195-9481,Intel Core i6-4627K,2020-06-23
6373-7508-5833-9027,AMD Ryzen 2 2221X,2019-08-25
7985-4346-5903-1136,Intel Core i8-5439K,2017-11-26
1980-9784-1440-7702,AMD Ryzen 5 5218X,2019-01-31
7664-8291-4221-4622,Intel Core i4-5315K,2019-10-11
7196-4732-6568-1089,AMD Ryzen 2 1121X,2017-10-31
6025-3416-5970-9066,Intel Core i8-7249K,2020-07-04
1983-5097-7313-8428,AMD Ryzen 6 1443X,2018-12-08
8383-5097-9097-5202,Intel Core i7-7607K,2018-05-03
8402-8528-7836-4326,AMD Ryzen 6 9762X,2019-07-27
8142-6726-5812-4268,Intel Core i3-1385K,2020-08-09
6100-2980-8405-1276,AMD Ryzen 5 8447X,2020-01-27
9741-4450-5520-7555,Intel Core i8-7977K,2018-12-25
3056-6541-5510-7670,AMD Ryzen 1 3840X,2018-06-07
7602-9315-2695-8236,Intel Core i9-6957K,2019-07-28
7275-2342-5200-4177,AMD Ryzen 3 2991X,2020-08-12
4090-6447-5042-5215,Intel Core i4-8994K,2019-03-29
6364-9101-8186-5254,AMD Ryzen 4 6883X,2018-02-21
3261-1825-5502-2151,Intel Core i8-1760K,2020-03-28
1235-5046-2013-6312,AMD Ryzen 2 7198X,2019-10-15
3396-1762-7693-3292,Intel Core i5-4872K,2019-04-19
7774-4643-3837-1482,AMD Ryzen 9 7523X,2017-12-15
6754-8055-6212-7800,Intel Core i3-4586K,2020-09-23
9487-9276-3547-9235,AMD Ryzen 3 5228X,2018-10-05
3330-4937-2895-5653,Intel Core i7-2813K,2017-11-29
7135-3490-2494-4955,AMD Ryzen 7 9731X,2019-05-28
8708-9076-1093-4507,Intel Core i3-5468K,2019-07-17
7374-3048-5718-6648,AMD Ryzen 8 9319X,2019-08-02
7228-4508-3507-3497,Intel Core i8-3126K,2020-09-16
1100-3228-8449-1783,AMD Ryzen 8 9139X,2018-07-12
6411-8985-6925-8094,Intel Core i3-2913K,2020-05-13
4494-7381-5128-6411,AMD Ryzen 8 8114X,2018-05-27
5697-2029-5070-7134,Intel Core i2-6356K,2020-09-01
3985-5259-2906-1366,AMD Ryzen 9 5885X,2020-08-05
9135-9192-1444-6189,Intel Core i8-2330K,2019-04-21
6463-2983-4101-5262,AMD Ryzen 7 2290X,2020-09-27
2473-4874-1104-9052,Intel Core i2-6908K,2018-01-19
2103-3885-3331-7117,AMD Ryzen 1 9959X,2018-07-17
7317-8531-2506-3210,Intel Core i8-1576K,2019-12-07
5231-5160-3820-3192,AMD Ryzen 9 1424X,2019-04-23
2665-2044-8669-6626,Intel Core i1-8504K,2018-11-19
9333-8640-3547-1331,AMD Ryzen 6 2603X,2018-12-19
7911-1614-4655-4558,Intel Core i9-1320K,2020-04-04
9471-4242-5162-5928,AMD Ryzen 8 4568X,2019-08-10
7576-2603-5637-4546,Intel Core i5-4917K,2018-11-30
6974-6944-1546-2354,AMD Ryzen 7 2602X,2018-01-25
1083-2768-4854-9140,Intel Core i1-1245K,2018-08-17
4805-5772-6113-9987,AMD Ryzen 5 4847X,2018-07-19
9924-3821-7149-6894,Intel Core i1-9679K,2017-10-22
4313-6438-4092-9989,AMD Ryzen 3 5723X,2019-05-02
4107-1635-1700-6770,Intel Core i3-5165K,2018-12-05
8313-9993-5885-2376,AMD Ryzen 4 2748X,2020-02-10
3843-9954-6367-1257,Intel Core i4-7577K,2019-04-30
6339-2725-9334-9923,AMD Ryzen 8 3998X,2019-02-07
8952-7281-8578-7509,Intel Core i9-7149K,2017-11-06
9811-6099-2344-9089,AMD Ryzen 6 8634X,2019-11-30
8598-2981-1464-7265,Intel Core i4-4246K,2020-09-30
9834-4597-7218-1061,AMD Ryzen 1 9175X,2020-10-06
5937-5249-8037-8334,Intel Core i4-7266K,2019-11-11
6084-7064-3031-8315,AMD Ryzen 1 8170X,2018-11-12
5497-2038-5923-6481,Intel Core i5-8930K,2020-05-06
7851-6154-8262-4099,AMD Ryzen 4 5282X,2018-03-16
1911-9609-9110-2941,Intel Core i2-4371K,2017-11-25
8955-7087-6279-2061,AMD Ryzen 7 5563X,2020-07-17
6688-2373-8672-3686,Intel Core i5-7348K,2017-12-22
6897-2464-4504-2905,AMD Ryzen 2 1587X,2020-04-15
4107-9450-5830-4309,Intel Core i9-7839K,2018-01-26
2175-7790-3250-2624,AMD Ryzen 6 2549X,2018-03-02
8480-5743-5414-2530,Intel Core i1-1665K,2019-11-15
1740-6360-6557-8417,AMD Ryzen 4 1458X,2020-06-18
2066-6767-1598-9851,Intel Core i1-6413K,2020-01-20
1273-1131-3711-3180,AMD Ryzen 6 3601X,2019-04-13
7588-9223-9010-5327,Intel Core i7-7111K,2018-10-25
2324-6147-7329-6963,AMD Ryzen 1 1707X,2020-04-30
1362-8346-3466-8500,Intel Core i4-2667K,2018-09-15
6542-6616-6294-2410,AMD Ryzen 8 2174X,2018-06-05
8206-8057-5741-4145,Intel Core i2-4222K,2017-11-01
6156-5471-1317-3977,AMD Ryzen 9 2930X,2018-08-29
4156-8522-5587-9632,Intel Core i3-9728K,2019-08-13
4228-5704-7537-5000,AMD Ryzen 8 2178X,2018-04-14
6568-7379-7397-4373,Intel Core i5-9997K,2019-08-08
4415-5498-1454-3641,AMD Ryzen 7 9190X,2020-04-15
8524-5079-2950-2891,Intel Core i4-1172K,2019-01-16
6142-3258-6867-3174,AMD Ryzen 9 5642X,2017-10-28
5532-4996-2136-8037,Intel Core i5-3371K,2019-08-10
5081-1240-8374-9729,AMD Ryzen 3 5337X,2020-09-10
3218-6466-2413-3062,Intel Core i2-2366K,2018-10-04
9636-5872-5017-4028,AMD Ryzen 2 4775X,2018-05-25
8407-6707-3868-4154,Intel Core i5-6305K,2019-06-17
8796-5681-8406-6924,AMD Ryzen 5 8516X,2017-10-25
5705-2953-6219-3402,Intel Core i7-6615K,2019-12-02
6280-5131-1939-8865,AMD Ryzen 7 1456X,2019-02-20
4535-5227-6856-2493,Intel Core i3-9785K,2020-02-07
4670-6663-9880-1008,AMD Ryzen 8 1313X,2018-09-16
1781-5091-4631-9034,Intel Core i2-5287K,2018-04-21
3911-6132-4797-3472,AMD Ryzen 3 2328X,2018-03-28
9750-7879-2522-4666,Intel Core i7-4509K,2017-11-08
4586-4958-2155-4206,AMD Ryzen 7 8491X,2018-01-19
6450-3517-1314-5866,Intel Core i3-3524K,2018-12-18
8039-3074-7773-3946,AMD Ryzen 1 9795X,2018-12-22
4907-1434-7389-4994,Intel Core i9-6363K,2019-07-09
5541-2292-8659-7104,AMD Ryzen 9 7699X,2019-08-07
3690-7014-2796-7076,Intel Core i5-3723K,2017-11-25
9414-1451-9983-3267,AMD Ryzen 3 9680X,2017-12-20
8428-8585-4005-8964,Intel Core i2-7316K,2017-12-31
3059-6045-2466-5130,AMD Ryzen 2 2193X,2020-02-23
5293-4602-5375-6374,Intel Core i5-6968K,2020-07-17
7668-4721-2579-1744,AMD Ryzen 8 8623X,2019-02-19
9849-3549-3669-9267,Intel Core i8-2849K,2020-05-21
8943-5290-2980-3062,AMD Ryzen 4 8393X,2019-08-05
8104-1406-6326-2684,Intel Core i9-1466K,2018-02-17
3111-1871-3323-7005,AMD Ryzen 7 6871X,2019-11-16
5827-8212-8416-6797,Intel Core i1-8206K,2017-10-28
1412-4149-2346-7318,AMD Ryzen 1 9915X,2019-01-20
5317-5685-8731-7994,Intel Core i1-6566K,2018-07-15
1536-3883-3303-7600,AMD Ryzen 6 4766X,2018-06-19
6799-9707-5801-7596,Intel Core i3-1141K,2019-12-25
3953-4885-8137-5280,AMD Ryzen 4 9103X,2020-06-10
6474-8044-3897-8195,Intel Core i5-1561K,2019-12-07
6336-3739-3522-1219,AMD Ryzen 5 7113X,2020-09-17
2978-9820-7697-5819,Intel Core i5-1328K,2018-06-01
4957-4272-8161-5204,AMD Ryzen 1 1258X,2018-12-16
7812-5113-3455-9962,Intel Core i5-3450K,2018-06-07
6101-8144-5631-5458,AMD Ryzen 5 9311X,2018-07-19
4632-1984-1431-1065,Intel Core i6-6996K,2019-09-28
3856-5523-9753-2320,AMD Ryzen 5 5151X,2018-04-02
8482-7399-4524-6637,Intel Core i3-2533K,2018-04-30
5118-9962-2857-5701,AMD Ryzen 4 6654X,2019-05-03
4606-7793-7480-3827,Intel Core i6-2960K,2018-02-27
4689-6951-3924-7927,AMD Ryzen 8 2873X,2018-10-02
